Part Number,Current Noise Density (typ),Analog.com Inventory,# of Amps,GBP (typ),BW -3 dB (typ),Slew Rate (typ),Vos (max),VNoise Density (typ),Ibias (max),Rail to Rail,Iq/Amp (typ),Vs span (min),Vs span (max),1ku List Price,Package Area,Package
MAX4231,,326190,1,,10000000,10,0.006,0.000000012,0.00000000005,Both,0.0011,2.7,5.5,0.71,5.28,Small-Outline Transistor Package N/A Single Chip Package 6-LGA-1.5X1X0.5
MAX4233,,533,2,,10000000,10,0.006,0.000000012,0.00000000005,Both,0.0011,2.7,5.5,0.87,3.2913,12-WLCSP-N/A 10-MINI_SO-N/A
MAX4434,0.000000000002,,1,,150000000,133,0.0035,0.0000000022,0.000022,In to V-,0.015,4.5,5.5,4.48,9,"Small-Outline IC, Narrow (0.15in) 5-SOT_23-N/A"
MAX4436,0.000000000002,283,2,,150000000,133,0.0035,0.0000000022,0.000022,In to V-,0.015,4.5,5.5,5.62,15.593,"Micro-MAX, Thin Shrink Small-Outline"
MAX4464,,52863,1,,40000,0.02,0.007,0.00000012,0.0000000015,Output Only,0.00000075,1.8,5.5,0.9,5.28,5-SOT_23-N/A 5-SC70-N/A
MAX4474,,29817,2,,40000,0.02,0.007,0.00000012,0.0000000015,Output Only,0.00000075,1.8,5.5,1.46,9,"8-SOT_23-N/A Small-Outline IC, Narrow (0.15in)"
MAX4494,0.0000000000002,66791,2,,5000000,3,0.005,0.000000008,0.000001,Output Only,0.00077,4.5,11,1.31,9,"8-SOT_23-N/A Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
MAX4495,0.0000000000002,5541,4,,5000000,3,0.005,0.000000008,0.000001,Output Only,0.00077,4.5,11,1.71,33.405,"Small-Outline IC, Narrow (0.15in) Thin Shrink Small-Outline Package"
OP2177,0.0000000000002,164,2,1300000,,0.7,0.000075,0.0000000079,0.000000002,,0.0004,5,30,3.24,31,8-Lead SOIC 8-Lead MSOP
AD8021,0.0000000000021,10113,1,1000000000,560000000,130,0.001,0.0000000021,0.0000105,,0.0078,4.5,24,2.49,31,8-Lead SOIC 8-Lead MSOP
MAX4236,,134391,1,,1700000,0.3,0.00005,0.000000014,0.0000000005,Output Only,0.00035,2.4,5.5,1.18,9,"Small-Outline IC, Narrow (0.15in) 6-SOT_23-N/A Micro-MAX, Thin Shrink Small-Outline"
MAX4236A,,134391,1,,1700000,0.3,0.00002,0.000000014,0.0000000005,Output Only,0.00035,2.4,5.5,1.18,9,"Small-Outline IC, Narrow (0.15in) 6-SOT_23-N/A Micro-MAX, Thin Shrink Small-Outline"
MAX4237,,5000,1,,7500000,1.3,0.00005,0.000000014,0.0000000005,Output Only,0.00035,2.4,5.5,1.26,9,"6-SOT_23-N/A Micro-MAX, Thin Shrink Small-Outline"
MAX4237A,,5000,1,,7500000,1.3,0.00002,0.000000014,0.0000000005,Output Only,0.00035,2.4,5.5,1.26,9,"6-SOT_23-N/A Micro-MAX, Thin Shrink Small-Outline"
MAX4335,0.0000000000006,46052,1,,5000000,1.8,0.003,0.000000026,0.0000004,Both,0.0013,2.7,5.5,0.68,5.28,Single Chip Package
MAX4475,0.0000000000000005,40763,1,,10000000,3,0.00075,0.0000000045,0.00000000015,Output Only,0.0025,2.7,5.5,1.32,9,"Small-Outline IC, Narrow (0.15in) Thin Dual Flatpack No Leads, Exposed Pad 6-SOT_23-N/A Micro-MAX, Thin Shrink Small-Outline"
MAX4476,0.0000000000000005,1066,1,,10000000,3,0.00075,0.0000000045,0.00000000015,Output Only,0.0025,2.7,5.5,1.32,9,"Thin Dual Flatpack No Leads, Exposed Pad 6-SOT_23-N/A"
MAX4478,0.0000000000000005,655,4,,10000000,3,0.00075,0.0000000045,0.00000000015,Output Only,0.0025,2.7,5.5,2.07,33.405,"Small-Outline IC, Narrow (0.15in) Thin Shrink Small-Outline Package"
MAX4488,0.0000000000000005,18466,1,,42000000,10,0.00075,0.0000000045,0.00000000015,Output Only,0.0025,2.7,5.5,0.8,9,"Small-Outline IC, Narrow (0.15in) Thin Dual Flatpack No Leads, Exposed Pad 6-SOT_23-N/A Micro-MAX, Thin Shrink Small-Outline"
MAX4489,0.0000000000000005,,2,,42000000,10,0.00075,0.0000000045,0.00000000015,Output Only,0.0025,2.7,5.5,1.34,15.593,"Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
OP1177,0.0000000000002,66307,1,1300000,,0.7,0.00006,0.0000000079,0.000000002,,0.0004,5,30,1.59,31,8-Lead SOIC 8-Lead MSOP
LT1794,0.0000000000008,31,2,200000000,200000000,600,0.005,0.000000008,0.000004,,0.01,8,36,8.925,42.24,20-Lead SOIC (Wide 0.3 Inch) 20-Lead TSSOP w/ EP
LT1814,0.000000000001,57,4,100000000,,750,0.0015,0.000000008,0.000004,,0.003,2.5,12.5,3.54,30.85364,14-Lead SOIC (Narrow 0.15 Inch) 16-Lead SSOP (Narrow 0.15 Inch)
LT1815,0.0000000000013,687,1,220000000,350000000,1500,0.0015,0.000000006,0.000008,,0.0065,4,12.6,1.59,8.12,8-Lead SOIC (Narrow 0.15 Inch) 5-Lead TSOT-23 6-Lead TSOT-23
LT1880,0.00000000000007,1607,1,1100000,,0.55,0.00015,0.000000013,0.0000000009,Output,0.0012,2.4,40,3.135,8.12,5-Lead TSOT-23
LT1969,0.000000000002,0,2,700000000,,200,0.004,0.000000006,0.000004,,0.007,4,13.2,4.83,14.7,10-Lead MSOP
MAX4245,0.0000000000001,78726,1,,1000000,0.4,0.0015,0.000000052,0.00000005,Both,0.000375,2.5,5.5,0.87,5.28,6-SOT_23-N/A Single Chip Package
MAX4246,0.0000000000001,16076,2,,1000000,0.4,0.0015,0.000000052,0.00000005,Both,0.000375,2.5,5.5,1.2,9,"8-SOT_23-N/A Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
MAX4247,0.0000000000001,5057,2,,1000000,0.4,0.0015,0.000000052,0.00000005,Both,0.000375,2.5,5.5,1.2,15.4025,10-MINI_SO-N/A
MAX4350,0.0000000000018,42480,1,,210000000,485,0.026,0.00000001,0.00002,In to V- Output,0.0069,9,11,1.24,5.28,Small-Outline Transistor Package 5-SC70-N/A
MAX4351,0.0000000000018,17500,2,,210000000,485,0.026,0.00000001,0.00002,In to V- Output,0.0069,9,11,1.71,9,"8-SOT_23-N/A Small-Outline IC, Narrow (0.15in)"
MAX4380,0.000000000002,2910,1,,210000000,485,0.02,0.00000001,0.00002,Output,0.0055,4.5,11,1.11,5.28,Small-Outline Transistor Package Single Chip Package
MAX4381,0.000000000002,5366,2,,210000000,485,0.02,0.00000001,0.00002,Output,0.0055,4.5,11,1.84,15.4025,10-MINI_SO-N/A
MAX4382,0.000000000002,38722,3,,210000000,485,0.02,0.00000001,0.00002,Output,0.0055,4.5,11,2.43,30.876,"16-QSOP-150_MIL Small-Outline IC, Narrow (0.15in) Thin Shrink Small-Outline Package"
MAX4383,0.000000000002,5319,4,,210000000,485,0.02,0.00000001,0.00002,Output,0.0055,4.5,11,2.65,33.405,"Small-Outline IC, Narrow (0.15in) Thin Shrink Small-Outline Package"
MAX4384,0.000000000002,2046,4,,210000000,485,0.02,0.00000001,0.00002,Output,0.0055,4.5,11,2.65,45.195,Thin Shrink Small-Outline Package
MAX4470,,3906,1,,9000,0.002,0.007,0.00000012,0.0000000015,Output Only,0.00000075,1.8,5.5,1.12,5.28,5-SOT_23-N/A 5-SC70-N/A
MAX4471,,3421,2,,9000,0.002,0.007,0.00000012,0.0000000015,Output Only,0.00000075,1.8,5.5,1.08,9,"8-SOT_23-N/A Small-Outline IC, Narrow (0.15in)"
MAX4472,,35939,4,,9000,0.002,0.007,0.00000012,0.0000000015,Output Only,0.00000075,1.8,5.5,1.88,33.405,"Small-Outline IC, Narrow (0.15in) Thin Shrink Small-Outline Package"
AD8074,,3,3,600000000,600000000,1600,0.027,0.0000000195,0.0000095,,0.024,9,11,4.575,32.64,16-Lead TSSOP
AD8075,,222,3,550000000,550000000,1350,0.04,0.000000022,0.00001,,0.024,9,11,4.2,32.64,16-Lead TSSOP
LT1494,0.00000000000001,1421,1,2700,,0.001,0.000375,0.000000185,0.000000001,Both,0.000001,2.1,36,2.925,14.7,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP
LT1672,0.00000000000001,47,1,12000,,0.005,0.000375,0.000000185,0.000000001,Both,0.0000015,2.1,36,3.015,14.7,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP
LT1673,0.00000000000001,0,2,12000,,0.005,0.000375,0.000000185,0.000000001,Both,0.0000015,2.1,36,4.605,31.00979,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1674,0.00000000000001,0,4,12000,,0.005,0.000375,0.000000185,0.000000001,Both,0.0000015,2.1,36,,54.14939,14-Lead PDIP (Narrow 0.3 Inch) 14-Lead SOIC (Narrow 0.15 Inch)
LT6301,0.0000000000008,26,4,200000000,200000000,600,0.005,0.000000008,0.000004,,0.004,8,27,,62.72,28-Lead TSSOP w/ EP
MAX4352,0.0000000000005,12500,1,,80000000,240,0.012,0.000000015,0.000003,Output,0.00062,2.7,5.25,2.09,5.28,5-SOT_23-N/A 5-SC70-N/A
MAX4353,0.0000000000005,11537,2,,80000000,240,0.012,0.000000015,0.000003,Output,0.00062,2.7,5.25,,31,"Small-Outline IC, Narrow (0.15in)"
MAX4452,0.0000000000005,30652,1,,200000000,95,0.012,0.000000015,0.000003,Output,0.00062,2.7,5.25,1.8,5.28,5-SOT_23-N/A 5-SC70-N/A
MAX4453,0.0000000000005,8673,2,,200000000,95,0.012,0.000000015,0.000003,Output,0.00062,2.7,5.25,2.02,9,"8-SOT_23-N/A Small-Outline IC, Narrow (0.15in)"
MAX4454,0.0000000000005,23263,4,,200000000,95,0.012,0.000000015,0.000003,Output,0.00062,2.7,5.25,2.77,33.405,"Small-Outline IC, Narrow (0.15in) Thin Shrink Small-Outline Package"
MAX4481,0.000000000000001,92490,1,,140000,0.08,0.0055,0.0000001,0.0000000001,Output Only,0.000045,2.5,5.5,0.6,5.28,Small-Outline Transistor Package Single Chip Package
AD8567,0.0000000000008,1842,4,5000000,,6,0.01,0.000000025,0.0000006,Both,0.00085,4,17,1.86,16,16-Lead LFCSP (4mm x 4mm w/ EP) 14-Lead TSSOP
AD8601,0.00000000000005,6188,1,8400000,,6,0.0005,0.000000018,0.00000000006,Both,0.00075,2.7,5.5,0.6678,9,5-Lead SOT-23
AD8604,0.00000000000005,1245,4,8400000,,6,0.0006,0.000000018,0.00000000006,Both,0.00075,2.7,5.5,1.62,31,14-Lead SOIC 16-Lead QSOP 14-Lead TSSOP
LT1797,0.00000000000015,2029,1,10000000,,2.25,0.0015,0.00000002,0.0000003,Both,0.0011,2.1,12.6,1.635,8.12,5-Lead TSOT-23
LTC2050,0.000000000000003,0,1,3000000,,2,0.000003,,0.000000000075,In to V- Output,0.0008,2.7,6,2.16,8.12,8-Lead SOIC (Narrow 0.15 Inch) 5-Lead TSOT-23 6-Lead TSOT-23
LTC2052,,687,4,3000000,,2,0.000003,,0.000000000075,In to V- Output,0.00085,2.7,6,6.855,30.85364,14-Lead SOIC (Narrow 0.15 Inch) 16-Lead SSOP (Narrow 0.15 Inch)
LTC2052HV,,687,4,3000000,,2,0.000003,,0.000000000075,In to V- Output,0.00085,2.7,11,6.855,30.85364,14-Lead SOIC (Narrow 0.15 Inch) 16-Lead SSOP (Narrow 0.15 Inch)
MAX4412,0.0000000000007,16132,1,,500000000,220,0.009,0.000000013,0.000004,Output,0.0017,2.7,5.5,1.83,5.28,Small-Outline Transistor Package 5-SC70-N/A
MAX4413,0.0000000000007,,2,,500000000,220,0.009,0.000000013,0.000004,Output,0.0017,2.7,5.5,2.26,9,8-SOT_23-N/A
MAX4414,0.0000000000006,20890,1,,400000000,200,0.006,0.00000001,0.000004,Output,0.0016,2.7,5.5,2.28,31,"Small-Outline IC, Narrow (0.15in)"
MAX4416,0.0000000000006,12929,2,,400000000,200,0.006,0.00000001,0.000004,Output,0.0016,2.7,5.5,2.5,15.593,"Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
MAX4417,0.0000000000006,17471,2,,150000000,470,0.006,0.00000001,0.000004,Output,0.0016,2.7,5.5,2.36,15.593,"Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
MAX4418,0.0000000000006,5066,4,,400000000,200,0.006,0.00000001,0.000004,Output,0.0016,2.7,5.5,3.45,33.405,Thin Shrink Small-Outline Package
MAX4419,0.0000000000006,,4,,150000000,470,0.006,0.00000001,0.000004,Output,0.0016,2.7,5.5,3.24,33.405,Thin Shrink Small-Outline Package
MAX4480,0.000000000000001,44325,1,,140000,0.08,0.0055,0.0000001,0.0000000001,Output Only,0.000045,2.5,5.5,0.71,5.28,5-SOT_23-N/A 5-SC70-N/A
MAX4482,0.000000000000001,1317,2,,140000,0.08,0.0055,0.0000001,0.0000000001,Output Only,0.000045,2.5,5.5,1.05,9,8-SOT_23-N/A
MAX4483,0.000000000000001,13831,4,,140000,0.08,0.0055,0.0000001,0.0000000001,Output Only,0.000045,2.5,5.5,1.47,33.405,"Small-Outline IC, Narrow (0.15in) Thin Shrink Small-Outline Package"
MAX4484,0.000000000000001,38294,1,,7000000,20,0.005,0.000000029,0.0000000001,Output Only,0.0019,2.7,5.5,0.94,9,5-SOT_23-N/A
MAX4486,0.000000000000001,22946,2,,7000000,20,0.007,0.000000029,0.0000000001,Output Only,0.0019,2.7,5.5,1.1,15.593,"Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
MAX4487,0.000000000000001,8746,4,,7000000,20,0.009,0.000000029,0.0000000001,Output Only,0.0019,2.7,5.5,1.99,33.405,Thin Shrink Small-Outline Package
MAX4493,0.0000000000002,179327,1,,5000000,3,0.005,0.000000008,0.000001,Output Only,0.00077,4.5,11,1.24,5.28,5-SOT_23-N/A 5-SC70-N/A
OP727,0.00000000000013,10859,2,700000,,0.2,0.0003,0.000000015,0.00000001,Output,0.00029,3,30,3.39,19.84,8-Lead SOIC 8-Lead TSSOP
OP747,0.00000000000013,14508,4,700000,,0.2,0.0003,0.000000015,0.00000001,Output,0.00029,3,30,6.195,32.64,14-Lead SOIC 14-Lead TSSOP
AD8018,0.00000000001,35,2,,130000000,300,0.015,0.0000000045,0.000008,Output,0.009,3.3,8,5.73,31,8-Lead SOIC 14-Lead TSSOP
AD8602,0.00000000000005,18328,2,8400000,,6,0.0005,0.000000018,0.00000000006,Both,0.00075,2.7,5.5,0.78387,31,8-Lead SOIC 8-Lead MSOP
LT1491A,0.000000000000015,537,4,180000,,0.06,0.001,0.00000005,,Both,0.00004,2,44,5.535,15,14-Lead PDIP (Narrow 0.3 Inch) 14-Lead SOIC (Narrow 0.15 Inch) 16-Lead DFN (5mm x 3mm w/ EP)
LT1806,0.0000000000015,1636,1,325000000,,125,0.00055,0.0000000035,0.000004,Both,0.009,2.5,12.6,3.915,8.12,8-Lead SOIC (Narrow 0.15 Inch) 6-Lead TSOT-23
MAX4403,0.000000000000001,15595,4,,800000,1,0.0055,0.000000036,0.0000000001,Output Only,0.00032,2.5,5.5,1.27,33.405,"Small-Outline IC, Narrow (0.15in) Thin Shrink Small-Outline Package"
MAX4430,0.0000000000018,76727,1,,180000000,100,0.005,0.0000000028,0.00003,In to V-,0.011,9,11,4.46,9,"Small-Outline IC, Narrow (0.15in) 5-SOT_23-N/A"
MAX4432,0.0000000000018,3110,2,,180000000,100,0.005,0.0000000028,0.00003,In to V-,0.011,9,11,2.47,15.593,"Micro-MAX, Thin Shrink Small-Outline"
LT1395,0.000000000006,11,1,,400000000,800,0.012,0.0000000045,,,0.0046,3,12.6,1.68,8.12,8-Lead SOIC (Narrow 0.15 Inch) 5-Lead TSOT-23 6-Lead TSOT-23
LT1469,0.0000000000006,688,2,90000000,,22,0.000125,0.000000005,0.00000004,,0.0041,6,36,7.95,16,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch) 12-Lead DFN (4mm x 4mm w/ EP)
LT1490A,0.000000000000015,479,2,180000,,0.06,0.0005,0.00000005,0.000000008,Both,0.00004,2,44,3.225,9,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LT1677,0.0000000000003,630,1,7200000,,2.5,0.00006,0.0000000032,0.00000002,Both,0.00275,2.5,44,3.96,31.00979,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1809,0.000000000005,493,1,160000000,,300,0.0025,0.000000016,0.000008,Both,0.0125,2.5,12.6,3.27,8.12,8-Lead SOIC (Narrow 0.15 Inch) 6-Lead TSOT-23
LT1881,0.00000000000003,626,2,1000000,,0.35,0.00005,0.000000014,0.0000000002,Output,0.00065,2.4,40,5.19,31.00979,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1882,0.0000000000003,0,4,1000000,,0.35,0.00008,0.000000014,0.0000000005,Output,0.00065,2.4,40,9.075,54.14939,14-Lead SOIC (Narrow 0.15 Inch)
LT1884,0.00000000000005,43,2,2000000,,0.9,0.00005,0.0000000095,0.0000000004,Output,0.00065,2.4,40,5.07,31.00979,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1885,0.00000000000005,331,4,2000000,,0.9,0.00008,0.0000000095,0.0000000009,Output,0.00065,2.4,40,9.075,54.14939,14-Lead SOIC (Narrow 0.15 Inch)
LTC2051,,1435,2,3000000,,2,0.000003,,0.000000000075,In to V- Output,0.00085,2.7,6,3.81,9,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP 10-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LTC2051HV,,1435,2,3000000,,2,0.000003,,0.000000000075,In to V- Output,0.00085,2.7,11,3.81,9,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP 10-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
MAX4265,0.000000000001,21840,1,,400000000,900,0.009,0.000000008,0.00004,,0.028,4.5,8,3.39,15.593,"Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
MAX4292,0.00000000000005,23663,2,,500000,0.2,0.0025,0.00000007,0.000000055,Both,0.0001,1.8,5.5,1.83,15.593,"Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline N/A"
MAX4294,0.00000000000005,17876,4,,500000,0.2,0.0025,0.00000007,0.000000055,Both,0.0001,1.8,5.5,2.62,33.405,"Small-Outline IC, Narrow (0.15in) Thin Shrink Small-Outline Package"
MAX4321,0.0000000000004,5000,1,,5000000,2,0.0035,0.000000022,0.00000015,Both,0.00065,2.4,6.5,1.09,9,5-SOT_23-N/A
MAX4402,0.000000000000001,57344,2,,800000,1,0.0055,0.000000036,0.0000000001,Output Only,0.00032,2.5,5.5,0.87,9,"8-SOT_23-N/A Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
OP777,0.00000000000013,45366,1,700000,,0.2,0.0002,0.000000015,0.00000001,Output,0.00035,3,30,2.28,31,8-Lead SOIC 8-Lead MSOP
AD8024,0.000000000008,0,4,,200000000,390,0.005,0.000000003,0.0000075,,0.017,5,24,7.98,62,16-Lead SOIC
LT1397,0.000000000006,753,4,,400000000,800,0.012,0.0000000045,,,0.0046,3,12.6,3.45,12,14-Lead SOIC (Narrow 0.15 Inch) 16-Lead SSOP (Narrow 0.15 Inch) 14-Lead DFN (4mm x 3mm w/ EP)
LT1784,0.0000000000003,801,1,2500000,,2.1,0.0035,0.000000025,0.0000005,Both,0.0005,2,18,1.635,8.12,5-Lead TSOT-23 6-Lead TSOT-23
LT1807,0.0000000000015,0,2,325000000,,125,0.00055,0.0000000035,0.000004,Both,0.009,2.5,12.6,5.55,14.7,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP
LT1810,0.000000000005,205,2,160000000,,300,0.0025,0.000000016,0.000008,Both,0.0125,2.3,12.6,4.35,14.7,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP
MAX4291,0.00000000000005,15555,1,,500000,0.2,0.0025,0.00000007,0.000000055,Both,0.0001,1.8,5.5,0.79,5.28,5-SOT_23-N/A 5-SC70-N/A
MAX4400,0.000000000000001,20631,1,,800000,1,0.0045,0.000000036,0.0000000001,Output Only,0.00032,2.5,5.5,0.56,5.28,5-SOT_23-N/A 5-SC70-N/A
MAX4401,0.000000000000001,13145,1,,800000,1,0.0045,0.000000036,0.0000000001,Output Only,0.00032,2.5,5.5,0.64,5.28,Single Chip Package
MAX4451,0.0000000000018,5814,2,,210000000,485,0.026,0.00000001,0.00002,Output,0.0065,4.5,11,1.94,9,"8-SOT_23-N/A Small-Outline IC, Narrow (0.15in)"
MAX4491,0.000000000000001,7,2,,10000000,10,0.01,0.000000012,0.0000000025,Both,0.0008,2.7,5.5,1.74,9,"8-SOT_23-N/A Micro-MAX, Thin Shrink Small-Outline"
MAX4492,0.000000000000001,9448,4,,10000000,10,0.01,0.000000012,0.0000000025,Both,0.0008,2.7,5.5,3.12,33.405,"Small-Outline IC, Narrow (0.15in) Thin Shrink Small-Outline Package"
AD8022,0.0000000000012,9322,2,100000000,130000000,50,0.006,0.0000000025,0.000005,,0.004,4.5,26,4.395,31,8-Lead SOIC 8-Lead MSOP
AD8061,0.0000000000012,18030,1,90000000,320000000,650,0.006,0.0000000085,0.000009,In to V- Output,0.0095,2.7,8,1.59,9,8-Lead SOIC 5-Lead SOT-23
AD8062,0.0000000000012,415,2,90000000,320000000,650,0.006,0.0000000085,0.000009,In to V- Output,0.0095,2.7,8,2.79,31,8-Lead SOIC 8-Lead MSOP
AD8063,0.0000000000012,639,1,90000000,320000000,650,0.006,0.0000000085,0.000009,In to V- Output,0.0095,2.7,8,1.41404,9,8-Lead SOIC 6-Lead SOT-23
AD8551,0.000000000000002,7439,1,1500000,,0.4,0.000005,0.000000042,0.00000000005,Both,0.000975,2.7,5,2.31,31,8-Lead SOIC 8-Lead MSOP
AD8552,0.000000000000002,111,2,1500000,,0.4,0.000005,0.000000042,0.00000000005,Both,0.000975,2.7,5,3.645,19.84,8-Lead SOIC 8-Lead TSSOP
AD8554,0.000000000000002,5,4,1500000,,0.4,0.000005,0.000000042,0.00000000005,Both,0.000975,2.7,5,6.435,32.64,14-Lead SOIC 14-Lead TSSOP
AD8571,0.000000000000002,2940,1,1500000,,0.4,0.000005,0.000000051,0.00000000005,Both,0.000975,2.7,5.5,2.19,31,8-Lead SOIC 8-Lead MSOP
AD8572,0.000000000000002,0,2,1500000,,0.4,0.000005,0.000000051,0.00000000005,Both,0.000975,2.7,5.5,3.48,19.84,8-Lead SOIC 8-Lead TSSOP
AD8574,0.000000000000002,1734,4,1500000,,0.4,0.000005,0.000000051,0.00000000005,Both,0.000975,2.7,5.5,6.27,32.64,14-Lead SOIC 14-Lead TSSOP
AD8614,0.000000000001,0,1,5500000,,7.5,0.0025,0.000000011,0.0000004,Both,0.0011,4.5,18.5,2.67,9,5-Lead SOT-23
AD8644,0.000000000001,324,4,5500000,,7.5,0.0025,0.000000012,0.0000004,Both,0.0011,5,18.5,4.845,32.64,14-Lead SOIC 14-Lead TSSOP
LT1396,0.000000000006,164,2,,400000000,800,0.012,0.0000000045,,,0.0046,3,12.6,2.655,9,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LT1637,0.00000000000008,261,1,1000000,,0.35,0.00035,0.000000027,0.00000005,Both,0.00019,2.7,44,2.685,9,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LT1782,0.00000000000005,1206,1,200000,,0.07,0.0008,0.00000005,0.000000015,Both,0.00004,2.2,18,2.07,8.12,5-Lead TSOT-23 6-Lead TSOT-23
LT1783,0.00000000000014,7826,1,1250000,,0.42,0.0008,0.00000002,0.00000008,Both,0.00021,2.2,18,1.8,8.12,5-Lead TSOT-23 6-Lead TSOT-23
LT1886,0.000000000002,4,2,700000000,,200,0.004,0.000000006,0.000004,,0.007,4,13.2,5.055,31.00979,8-Lead SOIC (Narrow 0.15 Inch)
MAX4076,0.0000000000000011,1300,1,,230000,0.09,0.0035,0.00000011,0.0000000002,Output Only,0.000045,2.5,5.5,1.72,9,5-SOT_23-N/A
MAX4077,0.0000000000000011,1900,2,,230000,0.09,0.0035,0.00000011,0.0000000002,Output Only,0.000045,2.5,5.5,1.99,15.593,"Micro-MAX, Thin Shrink Small-Outline"
MAX4078,0.0000000000000011,6997,4,,230000,0.09,0.0035,0.00000011,0.0000000002,Output Only,0.000045,2.5,5.5,2.74,33.405,"Small-Outline IC, Narrow (0.15in) Thin Shrink Small-Outline Package"
AD8016,0.000000000018,7,2,,380000000,1000,0.003,0.0000000026,0.000075,,0.0125,6,26,9.27,62.72,28-Lead TSSOP w/ EP
LT1792,0.00000000000001,714,1,5600000,,3.4,0.0006,0.0000000042,0.0000000008,,0.0042,10,40,4.155,31.00979,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1793,0.0000000000000008,1609,1,4200000,,3.4,0.0008,0.000000006,0.00000000001,,0.0042,10,40,3.615,31.00979,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1795,0.000000000002,46,2,,65000000,900,0.013,0.0000000036,,,0.029,10,36,9.33,42.24,20-Lead SOIC (Wide 0.3 Inch) 20-Lead TSSOP w/ EP
LT1813,0.000000000001,54,2,100000000,,750,0.0015,0.000000008,0.000004,,0.003,2.5,12.6,1.68,9,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LT1813HV,0.000000000001,54,2,100000000,,750,0.0015,0.000000008,0.000004,,0.003,2.5,13.5,1.68,9,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
MAX406,,37066,1,,4000,0.005,0.0005,0.00000015,0.00000000001,Output Only,0.000001,2.5,10,3.09,31,"Plastic Dual-In-Line, Narrow (0.3in) Small-Outline IC, Narrow (0.15in)"
MAX407,,18791,2,,8000,0.005,0.003,0.00000015,0.00000000001,Output Only,0.000001,2.5,10,5.31,31,"Plastic Dual-In-Line, Narrow (0.3in) Small-Outline IC, Narrow (0.15in)"
MAX409,,29232,1,,150000,0.08,0.0005,0.00000015,0.00000000001,Output Only,0.000001,2.5,10,4.46,31,"Plastic Dual-In-Line, Narrow (0.3in) Small-Outline IC, Narrow (0.15in)"
MAX410,0.0000000000012,48817,1,,28000000,4.5,0.00025,0.0000000015,0.00000015,,0.0025,2.4,10.5,3.04,31,"Plastic Dual-In-Line, Narrow (0.3in) Small-Outline IC, Narrow (0.15in)"
MAX412,0.0000000000012,13364,2,,28000000,4.5,0.00025,0.0000000015,0.00000015,,0.0025,2.4,10.5,2.47,31,"Plastic Dual-In-Line, Narrow (0.3in) Small-Outline IC, Narrow (0.15in)"
MAX417,,4031,2,,150000,0.08,0.003,0.00000015,0.00000000001,Output Only,0.000001,2.5,10,6.83,31,"Small-Outline IC, Narrow (0.15in)"
